customer_id,campaign_a,campaign_b,campaign_c,age,gender,campaignb_purchase_amount
00011405,FALSE,FALSE,FALSE,32,1,13800
00022406,FALSE,FALSE,FALSE,46,1,10000
00044174,FALSE,FALSE,FALSE,46,1,36900
00060153,FALSE,FALSE,FALSE,18,1,1300
00018766,FALSE,FALSE,FALSE,55,1,42800
00090098,FALSE,FALSE,FALSE,59,1,20800
00050734,FALSE,FALSE,FALSE,39,1,10300
00034502,FALSE,FALSE,FALSE,57,1,29900
00018233,FALSE,FALSE,FALSE,46,1,1800
00069221,FALSE,FALSE,FALSE,39,1,21000
00046873,FALSE,FALSE,FALSE,50,1,5800
00016788,FALSE,FALSE,FALSE,41,1,24100
00011005,FALSE,FALSE,FALSE,32,1,3800
00019022,FALSE,FALSE,FALSE,43,1,20100
00015742,FALSE,FALSE,FALSE,67,1,31200
00041769,FALSE,FALSE,FALSE,27,1,15000
00027030,FALSE,FALSE,FALSE,50,1,39100
00017327,FALSE,FALSE,FALSE,53,1,7200
00026651,FALSE,FALSE,FALSE,54,1,27900
00016988,FALSE,FALSE,FALSE,34,1,22600
00023043,FALSE,FALSE,FALSE,63,1,38300
00075825,FALSE,FALSE,FALSE,34,1,1600
00019545,FALSE,FALSE,FALSE,53,1,14700
00031675,FALSE,FALSE,FALSE,33,1,25500
00058494,FALSE,FALSE,FALSE,50,1,21400
00010797,FALSE,FALSE,FALSE,48,1,19600
00026323,FALSE,FALSE,FALSE,26,1,18000
00039072,FALSE,FALSE,FALSE,57,1,8600
00054609,FALSE,FALSE,FALSE,47,1,6500
00012285,FALSE,FALSE,FALSE,25,1,2200
00037271,FALSE,FALSE,FALSE,42,1,15800
00055481,FALSE,FALSE,FALSE,38,1,22500
00012841,FALSE,FALSE,FALSE,47,1,4500
00015952,FALSE,FALSE,FALSE,40,1,27300
00034893,FALSE,FALSE,FALSE,39,1,25300
00030627,FALSE,FALSE,FALSE,31,1,12700
00014620,FALSE,FALSE,FALSE,43,1,8900
00041477,FALSE,FALSE,FALSE,41,1,26800
00026119,FALSE,FALSE,FALSE,38,1,3900
00016640,FALSE,FALSE,FALSE,39,1,21600
00071704,FALSE,FALSE,FALSE,53,1,42400
00018062,FALSE,FALSE,FALSE,55,1,17300
00010731,FALSE,FALSE,FALSE,61,1,15700
00024098,FALSE,FALSE,FALSE,42,1,17000
00019920,FALSE,FALSE,FALSE,37,1,30800
00034240,FALSE,FALSE,FALSE,49,1,17100
00014847,FALSE,FALSE,FALSE,41,1,18000
00026809,FALSE,FALSE,FALSE,42,1,18400
00023723,FALSE,FALSE,FALSE,64,1,36600
00034510,FALSE,FALSE,FALSE,50,1,9600
00023476,FALSE,FALSE,FALSE,51,1,13700
00021298,FALSE,FALSE,TRUE,39,1,13700
00016658,FALSE,FALSE,FALSE,55,1,6400
00019244,FALSE,FALSE,FALSE,30,1,19400
00019504,FALSE,FALSE,FALSE,34,1,25700
00043681,FALSE,FALSE,FALSE,54,1,11000
00046461,FALSE,FALSE,FALSE,50,1,40800
00020889,FALSE,FALSE,FALSE,55,1,33300
00023194,FALSE,FALSE,FALSE,51,1,33500
00013679,FALSE,TRUE,FALSE,51,1,9000
00013225,FALSE,FALSE,FALSE,33,1,18700
00043127,FALSE,FALSE,FALSE,50,1,20500
00027746,FALSE,FALSE,FALSE,46,1,36100
00011546,FALSE,FALSE,FALSE,47,1,34300
00014880,FALSE,FALSE,FALSE,29,1,14300
00015228,FALSE,FALSE,FALSE,40,1,11000
00035852,FALSE,FALSE,FALSE,39,1,3200
00041039,FALSE,FALSE,FALSE,33,1,16600
00026818,FALSE,FALSE,FALSE,52,1,29400
00020211,FALSE,FALSE,FALSE,43,1,16500
00014706,FALSE,FALSE,FALSE,43,1,13900
00026752,FALSE,FALSE,FALSE,42,1,28800
00032420,FALSE,FALSE,FALSE,53,1,13400
00015973,FALSE,FALSE,FALSE,41,1,14100
00019478,FALSE,FALSE,FALSE,51,1,40100
00028814,FALSE,FALSE,FALSE,62,1,44300
00012263,FALSE,FALSE,FALSE,50,1,2700
00015060,FALSE,FALSE,FALSE,32,1,9600
00038547,FALSE,FALSE,FALSE,39,1,31400
00045919,FALSE,FALSE,FALSE,58,1,19300
00026416,FALSE,FALSE,FALSE,45,1,20700
00060861,FALSE,FALSE,FALSE,36,1,2100
00067908,FALSE,FALSE,FALSE,50,1,9700
00051877,FALSE,FALSE,FALSE,39,1,7100
00010886,FALSE,FALSE,FALSE,36,1,17100
00013214,FALSE,FALSE,FALSE,35,1,5800
00020595,FALSE,FALSE,FALSE,51,1,4400
00021099,FALSE,FALSE,FALSE,62,1,49400
00012215,FALSE,FALSE,FALSE,39,1,25100
00017528,FALSE,FALSE,FALSE,41,1,12300
00050871,FALSE,FALSE,FALSE,48,1,25600
00031484,FALSE,FALSE,FALSE,50,1,29300
00046728,FALSE,FALSE,FALSE,46,1,11800
00010539,FALSE,FALSE,FALSE,49,1,27700
00027873,FALSE,FALSE,FALSE,44,1,28800
00012163,FALSE,FALSE,FALSE,34,1,21500
00070146,FALSE,FALSE,FALSE,37,1,1400
00047365,FALSE,FALSE,FALSE,36,1,14500
00015356,FALSE,FALSE,FALSE,58,1,36500
00017366,FALSE,FALSE,FALSE,34,1,2300
00013598,FALSE,FALSE,FALSE,58,1,5700
00020911,FALSE,FALSE,FALSE,45,1,30600
00024554,FALSE,FALSE,FALSE,49,1,18800
00022652,FALSE,FALSE,FALSE,38,1,10400
00021366,FALSE,FALSE,FALSE,53,1,36400
00015269,FALSE,FALSE,FALSE,42,1,13800
00032169,FALSE,FALSE,FALSE,63,1,12100
00016288,FALSE,FALSE,FALSE,50,1,13400
00016058,FALSE,FALSE,FALSE,36,1,25000
00025178,FALSE,FALSE,FALSE,46,1,2600
00010131,FALSE,FALSE,TRUE,39,1,21000
00063980,FALSE,FALSE,TRUE,50,1,15200
00029050,FALSE,FALSE,FALSE,36,1,3700
00011301,FALSE,FALSE,FALSE,53,1,35100
00020409,FALSE,FALSE,FALSE,57,1,47500
00020615,FALSE,FALSE,FALSE,37,1,13300
00020004,FALSE,FALSE,FALSE,49,1,1700
00013941,FALSE,FALSE,FALSE,38,1,4400
00020927,FALSE,FALSE,FALSE,51,1,40000
00061647,FALSE,FALSE,FALSE,36,1,29900
00023694,FALSE,FALSE,FALSE,51,1,23300
00011456,FALSE,FALSE,FALSE,36,1,6900
00010066,FALSE,FALSE,FALSE,58,1,5100
00013146,FALSE,FALSE,FALSE,37,1,16100
00047066,FALSE,FALSE,FALSE,41,1,26700
00031241,FALSE,FALSE,FALSE,35,1,3300
00019717,FALSE,FALSE,FALSE,40,1,29900
00019027,FALSE,FALSE,FALSE,57,1,14800
00070023,FALSE,FALSE,FALSE,52,1,13000
00019323,FALSE,FALSE,FALSE,46,1,26800
00029092,FALSE,TRUE,FALSE,59,1,21400
00026781,FALSE,FALSE,FALSE,29,1,11200
00028480,FALSE,FALSE,FALSE,44,1,35800
00033059,FALSE,FALSE,FALSE,44,1,13100
00049556,FALSE,FALSE,FALSE,36,1,22400
00031159,FALSE,FALSE,FALSE,49,1,30700
00024806,FALSE,FALSE,FALSE,37,1,12200
00020533,FALSE,FALSE,FALSE,51,1,9400
00017539,FALSE,FALSE,FALSE,43,1,21100
00017646,FALSE,FALSE,FALSE,34,1,23300
00018945,FALSE,FALSE,FALSE,32,1,24400
00012557,FALSE,FALSE,FALSE,57,1,4000
00023151,FALSE,FALSE,FALSE,49,1,26300
00039498,FALSE,FALSE,FALSE,39,1,10500
00013911,FALSE,FALSE,FALSE,47,1,10300
00023595,FALSE,FALSE,FALSE,42,1,26800
00022675,FALSE,FALSE,FALSE,48,1,13000
00029551,FALSE,FALSE,FALSE,67,1,46800
00011102,FALSE,FALSE,FALSE,42,1,12700
00019391,FALSE,FALSE,FALSE,50,1,17800
00027515,FALSE,FALSE,FALSE,47,1,1500
00024578,FALSE,FALSE,FALSE,46,1,29900
00028100,FALSE,FALSE,FALSE,49,1,31800
00025902,FALSE,FALSE,FALSE,45,1,12300
00016812,FALSE,FALSE,FALSE,40,1,18800
00019326,FALSE,FALSE,TRUE,43,1,11200
00039276,FALSE,FALSE,FALSE,44,1,21400
00012118,FALSE,FALSE,FALSE,46,1,30600
00011263,FALSE,FALSE,FALSE,32,1,26000
00017049,FALSE,FALSE,FALSE,25,1,11500
00016788,FALSE,FALSE,FALSE,46,1,38000
00018678,FALSE,FALSE,TRUE,47,1,37800
00028612,FALSE,FALSE,FALSE,42,1,14700
00014529,FALSE,FALSE,FALSE,25,1,15400
00094064,FALSE,FALSE,FALSE,38,1,15700
00013486,FALSE,FALSE,FALSE,59,1,10300
00016871,FALSE,FALSE,FALSE,36,1,24500
00043245,FALSE,FALSE,FALSE,53,1,39000
00010121,FALSE,FALSE,FALSE,54,1,25100
00038435,FALSE,FALSE,FALSE,53,1,1800
00087077,FALSE,FALSE,FALSE,34,1,6900
00039041,FALSE,FALSE,FALSE,50,1,28700
00011301,FALSE,FALSE,FALSE,65,1,18400
00013646,FALSE,FALSE,FALSE,48,1,22700
00010285,FALSE,FALSE,FALSE,28,1,8400
00020441,FALSE,FALSE,FALSE,43,1,17200
00023545,FALSE,FALSE,FALSE,31,1,12100
00023917,FALSE,FALSE,FALSE,52,1,12400
00019310,FALSE,FALSE,FALSE,48,1,8500
00036437,FALSE,FALSE,FALSE,32,1,11100
00014435,FALSE,FALSE,FALSE,55,1,35800
00035408,FALSE,FALSE,FALSE,36,1,13200
00028617,FALSE,FALSE,FALSE,34,1,2000
00041535,FALSE,FALSE,FALSE,56,1,5300
00022487,FALSE,FALSE,FALSE,36,1,12000
00020273,FALSE,FALSE,FALSE,22,1,10100
00063836,FALSE,FALSE,FALSE,46,1,23400
00029765,FALSE,FALSE,FALSE,29,1,18600
00029305,FALSE,FALSE,FALSE,33,1,25700
00019267,FALSE,FALSE,FALSE,49,1,36700
00033010,FALSE,FALSE,FALSE,50,1,20000
00010984,FALSE,FALSE,FALSE,42,1,26200
00087447,FALSE,FALSE,FALSE,50,1,9000
00016546,FALSE,FALSE,FALSE,48,1,16600
00055198,FALSE,FALSE,FALSE,62,1,46700
00022646,FALSE,FALSE,FALSE,44,1,25300
00072233,FALSE,FALSE,FALSE,55,1,32400
00049357,FALSE,FALSE,FALSE,36,1,6500
00013007,FALSE,FALSE,FALSE,49,1,37500
00028253,FALSE,FALSE,FALSE,30,1,22300
00035852,FALSE,FALSE,FALSE,43,1,9800
00034927,FALSE,FALSE,FALSE,61,1,41400
00026018,FALSE,FALSE,FALSE,56,1,34500
00041194,FALSE,FALSE,FALSE,53,1,22900
00016227,FALSE,FALSE,FALSE,45,1,13600
00011668,FALSE,FALSE,FALSE,43,1,21300
00035297,FALSE,FALSE,FALSE,37,1,14800
00047243,FALSE,FALSE,FALSE,45,1,36700
00011762,FALSE,FALSE,FALSE,58,1,3200
00031215,FALSE,FALSE,FALSE,40,1,30100
00034290,FALSE,FALSE,FALSE,31,1,15800
00017341,FALSE,FALSE,FALSE,38,1,16200
00012106,FALSE,FALSE,FALSE,48,1,20200
00015714,FALSE,FALSE,FALSE,61,1,35300
00083489,FALSE,FALSE,FALSE,38,1,31100
00028804,FALSE,FALSE,FALSE,37,1,8900
00029405,FALSE,FALSE,FALSE,41,1,23200
00030140,FALSE,FALSE,FALSE,57,1,47100
00029242,FALSE,FALSE,FALSE,58,1,36300
00032680,FALSE,FALSE,FALSE,47,1,17600
00049579,FALSE,FALSE,FALSE,59,1,18900
00025238,FALSE,FALSE,FALSE,44,1,7800
00022355,FALSE,FALSE,FALSE,60,1,27500
00034497,FALSE,FALSE,FALSE,55,1,6400
00016214,FALSE,FALSE,FALSE,35,1,20700
00022506,FALSE,FALSE,FALSE,33,1,12900
00049512,FALSE,FALSE,TRUE,51,1,39900
00011425,FALSE,FALSE,FALSE,18,1,3200
00017644,FALSE,FALSE,FALSE,52,1,11000
00017178,FALSE,FALSE,FALSE,49,1,36000
00028480,FALSE,FALSE,TRUE,56,1,19000
00036437,FALSE,FALSE,FALSE,64,1,6600
00014566,FALSE,FALSE,FALSE,31,1,21900
00034090,FALSE,FALSE,FALSE,44,1,2000
00013391,FALSE,FALSE,FALSE,41,1,30700
00012035,FALSE,FALSE,FALSE,40,1,10700
00021743,FALSE,FALSE,FALSE,36,1,12400
00015228,FALSE,FALSE,FALSE,29,1,18400
00049752,FALSE,FALSE,FALSE,46,1,13300
00021077,FALSE,FALSE,FALSE,39,1,1900
00014592,FALSE,FALSE,FALSE,38,1,17400
00011167,FALSE,FALSE,FALSE,50,1,22000
00024110,FALSE,FALSE,FALSE,35,1,8700
00011169,FALSE,FALSE,FALSE,53,1,38100
00016510,FALSE,FALSE,FALSE,68,1,30000
00035660,FALSE,FALSE,FALSE,67,1,16700
00030310,FALSE,FALSE,FALSE,50,1,25400
00013551,FALSE,FALSE,FALSE,42,1,33800
00013612,FALSE,FALSE,FALSE,33,1,7300
00011505,FALSE,FALSE,FALSE,46,1,29900
00011488,FALSE,FALSE,FALSE,65,1,38000
00057123,FALSE,FALSE,TRUE,40,1,5000
00094490,FALSE,FALSE,FALSE,50,1,9000
00033373,FALSE,FALSE,FALSE,28,1,21000
00014136,FALSE,FALSE,FALSE,34,1,22000
00017013,FALSE,FALSE,FALSE,43,1,7100
00017062,FALSE,FALSE,TRUE,43,1,12400
00013370,FALSE,FALSE,FALSE,62,1,34100
00020199,FALSE,FALSE,FALSE,37,1,9300
00028075,FALSE,FALSE,FALSE,42,1,29700
00015824,FALSE,FALSE,FALSE,42,1,11300
00021874,FALSE,FALSE,FALSE,54,1,17800
00031395,FALSE,FALSE,FALSE,40,1,14300
00059467,FALSE,FALSE,FALSE,49,1,24300
00012916,FALSE,FALSE,FALSE,46,1,12700
00068092,FALSE,FALSE,FALSE,26,1,3100
00015142,FALSE,FALSE,FALSE,44,1,28600
00011167,FALSE,FALSE,FALSE,52,1,9900
00018966,FALSE,FALSE,FALSE,33,1,14000
00025769,FALSE,FALSE,FALSE,49,1,30300
00033809,FALSE,FALSE,FALSE,52,1,34900
00030331,FALSE,FALSE,FALSE,54,1,26100
00020825,FALSE,FALSE,FALSE,54,1,2800
00017833,FALSE,FALSE,FALSE,62,1,30200
00028548,FALSE,FALSE,FALSE,46,1,32300
00026687,FALSE,FALSE,FALSE,40,1,14200
00010810,FALSE,FALSE,FALSE,44,1,6600
00015023,FALSE,FALSE,TRUE,55,1,3300
00024330,FALSE,FALSE,FALSE,40,1,32300
00033431,FALSE,FALSE,FALSE,41,1,8800
00013972,FALSE,FALSE,FALSE,38,1,5000
00022785,FALSE,FALSE,FALSE,47,1,15500
00081893,FALSE,FALSE,FALSE,52,1,12700
00017386,FALSE,FALSE,FALSE,54,1,38300
00018636,FALSE,FALSE,FALSE,52,1,14800
00024646,FALSE,FALSE,FALSE,38,1,11800
00018185,FALSE,FALSE,FALSE,38,1,10900
00014801,FALSE,FALSE,FALSE,54,1,4800
00091996,FALSE,FALSE,FALSE,52,1,23100
00011696,FALSE,FALSE,FALSE,45,1,29000
00018497,FALSE,FALSE,FALSE,34,1,17600
00020185,FALSE,FALSE,FALSE,35,1,3900
00028708,FALSE,FALSE,FALSE,39,1,9600
00017316,FALSE,FALSE,FALSE,52,1,23700
00013911,FALSE,FALSE,FALSE,59,1,18000
00085245,FALSE,FALSE,FALSE,67,1,15300
00014507,FALSE,FALSE,FALSE,35,1,21700
00017974,FALSE,FALSE,TRUE,33,1,20000
00070573,FALSE,FALSE,FALSE,41,1,6100
00011919,FALSE,FALSE,FALSE,44,1,9400
00010416,FALSE,FALSE,FALSE,39,1,23600
00068220,FALSE,FALSE,FALSE,58,1,7300
00016741,FALSE,FALSE,FALSE,43,1,18900
00020738,FALSE,FALSE,TRUE,35,1,28200
00034585,FALSE,FALSE,FALSE,46,1,28500
00013905,FALSE,FALSE,FALSE,26,1,14900
00015424,FALSE,FALSE,FALSE,43,1,2200
00013442,FALSE,FALSE,FALSE,50,1,22400
00035346,FALSE,FALSE,FALSE,46,1,12400
00010455,FALSE,FALSE,FALSE,45,1,2200
00010623,FALSE,FALSE,FALSE,35,1,21500
00015418,FALSE,FALSE,FALSE,58,1,34300
00016091,FALSE,FALSE,FALSE,59,1,22100
00055198,FALSE,FALSE,FALSE,45,1,12500
00041343,FALSE,FALSE,FALSE,59,1,21000
00032071,FALSE,FALSE,FALSE,33,1,15800
00014555,FALSE,FALSE,FALSE,44,1,14000
00011024,FALSE,FALSE,FALSE,48,1,29400
00013214,FALSE,FALSE,FALSE,34,1,21600
00048667,FALSE,FALSE,FALSE,36,1,26100
00022594,FALSE,FALSE,FALSE,39,1,6000
00018876,FALSE,FALSE,FALSE,53,1,37800
00010377,FALSE,FALSE,FALSE,39,1,16300
00038619,FALSE,FALSE,FALSE,43,1,19900
00048352,FALSE,FALSE,FALSE,48,1,3100
00089077,FALSE,FALSE,FALSE,55,1,17100
00022487,FALSE,FALSE,FALSE,63,1,46800
00017076,FALSE,FALSE,FALSE,32,1,2100
00033128,FALSE,FALSE,FALSE,38,1,18800
00045667,FALSE,FALSE,FALSE,54,1,41600
00013435,FALSE,FALSE,FALSE,31,1,14000
00032749,FALSE,FALSE,FALSE,28,1,14200
00016466,FALSE,FALSE,FALSE,54,1,35000
00035787,FALSE,FALSE,FALSE,48,1,25900
00013234,FALSE,FALSE,FALSE,55,1,22400
00020738,FALSE,FALSE,FALSE,51,1,2600
00013007,FALSE,FALSE,FALSE,40,1,16800
00043088,FALSE,FALSE,FALSE,50,1,6800
00011059,FALSE,FALSE,FALSE,45,1,5800
00010188,FALSE,FALSE,FALSE,58,1,34500
00013611,FALSE,FALSE,FALSE,25,1,13800
00046871,FALSE,FALSE,FALSE,56,1,27800
00037091,FALSE,FALSE,FALSE,49,1,16700
00027826,FALSE,FALSE,FALSE,49,1,18300
00046279,FALSE,FALSE,FALSE,38,1,21500
00068948,FALSE,FALSE,FALSE,18,1,1500
00044152,FALSE,FALSE,FALSE,24,1,16200
00013539,FALSE,FALSE,FALSE,56,1,8900
00022254,FALSE,FALSE,FALSE,40,1,20200
00011947,FALSE,FALSE,FALSE,43,1,17900
00029642,FALSE,FALSE,FALSE,44,1,20500
00037265,FALSE,FALSE,FALSE,42,1,9100
00012817,FALSE,FALSE,FALSE,56,1,4000
00083111,FALSE,FALSE,FALSE,45,1,29500
00047902,FALSE,FALSE,FALSE,31,1,23700
00017395,FALSE,FALSE,FALSE,38,1,7600
00030310,FALSE,FALSE,FALSE,39,1,31800
00014859,FALSE,FALSE,FALSE,36,1,13500
00011900,FALSE,FALSE,FALSE,34,1,9000
00032740,FALSE,FALSE,FALSE,51,1,10700
00021192,FALSE,FALSE,FALSE,56,1,34700
00031424,FALSE,FALSE,FALSE,37,1,14700
00070146,FALSE,FALSE,FALSE,43,1,28800
00024529,FALSE,FALSE,TRUE,42,1,22000
00030525,FALSE,FALSE,FALSE,41,1,8200
00024578,FALSE,FALSE,FALSE,46,1,36900
00036695,FALSE,FALSE,FALSE,39,1,9200
00041477,FALSE,FALSE,TRUE,57,1,1900
00049556,FALSE,FALSE,FALSE,28,1,21700
00024521,FALSE,FALSE,FALSE,44,1,18000
00027035,FALSE,FALSE,FALSE,47,1,22100
00010901,FALSE,FALSE,FALSE,48,1,12400
00013447,FALSE,FALSE,FALSE,53,1,38800
00022720,FALSE,FALSE,FALSE,51,1,19100
00019581,FALSE,FALSE,FALSE,45,1,22000
00018852,FALSE,FALSE,FALSE,45,1,13000
00023454,FALSE,FALSE,FALSE,34,1,16000
00019000,FALSE,FALSE,FALSE,44,1,1700
00012825,FALSE,FALSE,FALSE,47,1,4300
00012080,FALSE,FALSE,FALSE,41,1,13400
00012975,FALSE,FALSE,FALSE,45,1,18000
00018158,FALSE,FALSE,FALSE,37,1,7900
00025334,FALSE,FALSE,FALSE,52,1,13400
00012772,FALSE,FALSE,FALSE,50,1,23100
00012156,FALSE,FALSE,FALSE,44,1,12100
00020674,FALSE,FALSE,FALSE,35,1,16800
00010616,FALSE,FALSE,FALSE,24,1,7100
00050163,FALSE,FALSE,FALSE,51,1,16000
00016624,FALSE,FALSE,FALSE,43,1,8500
00023151,FALSE,FALSE,FALSE,46,1,24200
00020421,FALSE,FALSE,FALSE,31,1,17500
00012449,FALSE,FALSE,FALSE,48,1,29400
00040915,FALSE,FALSE,FALSE,50,1,24000
00011123,FALSE,FALSE,FALSE,48,1,36500
00015269,FALSE,FALSE,FALSE,44,1,20700
00030594,FALSE,FALSE,FALSE,50,1,25900
00014144,FALSE,FALSE,FALSE,30,1,1100
00033624,FALSE,FALSE,FALSE,38,1,23400
00016237,FALSE,FALSE,FALSE,39,1,18200
00018228,FALSE,FALSE,FALSE,49,1,24000
00044567,FALSE,FALSE,FALSE,54,1,17800
00011655,FALSE,FALSE,FALSE,35,1,2500
00024597,FALSE,FALSE,FALSE,35,1,3800
00016991,FALSE,FALSE,FALSE,61,1,49800
00011322,FALSE,FALSE,FALSE,27,1,22000
00017370,FALSE,FALSE,FALSE,50,1,21900
00011972,FALSE,FALSE,FALSE,57,1,14500
00015121,FALSE,FALSE,FALSE,32,1,7100
00081591,FALSE,FALSE,FALSE,40,1,8800
00041040,FALSE,FALSE,FALSE,43,1,4900
00022251,FALSE,FALSE,TRUE,39,1,4400
00085069,FALSE,FALSE,FALSE,28,1,1200
00021946,FALSE,FALSE,FALSE,56,1,16700
00015854,FALSE,FALSE,FALSE,44,1,23800
00023478,FALSE,FALSE,FALSE,33,1,14500
00011424,FALSE,FALSE,FALSE,46,1,21400
00017974,FALSE,FALSE,FALSE,52,1,42200
00024394,FALSE,FALSE,FALSE,49,1,37900
00018622,FALSE,FALSE,FALSE,44,1,15000
00015048,TRUE,FALSE,FALSE,43,1,1400
00055056,FALSE,FALSE,FALSE,47,1,34900
00022817,FALSE,FALSE,FALSE,37,1,19400
00046006,FALSE,FALSE,FALSE,55,1,43300
00024708,FALSE,FALSE,FALSE,37,1,1200
00033726,FALSE,FALSE,FALSE,44,1,6200
00090899,FALSE,FALSE,FALSE,37,1,9300
00021054,FALSE,FALSE,FALSE,31,1,9500
00015842,FALSE,FALSE,FALSE,40,1,28800
00013708,FALSE,FALSE,FALSE,54,1,18500
00033166,FALSE,FALSE,FALSE,47,1,19100
00041588,FALSE,FALSE,FALSE,46,1,22400
00029690,FALSE,FALSE,FALSE,54,1,40800
00064317,FALSE,FALSE,FALSE,57,1,2700
00011299,FALSE,FALSE,FALSE,36,1,22200
00017759,FALSE,FALSE,FALSE,49,1,37100
00069907,FALSE,FALSE,FALSE,46,1,36400
00017279,FALSE,FALSE,FALSE,45,1,13600
00028593,FALSE,FALSE,FALSE,58,1,5300
00019770,FALSE,FALSE,FALSE,57,1,21300
00022674,FALSE,FALSE,TRUE,49,1,37300
00028122,FALSE,FALSE,FALSE,45,1,27400
00045823,FALSE,FALSE,FALSE,50,1,35400
00024147,FALSE,FALSE,FALSE,50,1,31000
00039158,FALSE,FALSE,FALSE,49,1,12900
00092785,FALSE,FALSE,FALSE,70,1,3800
00023312,FALSE,FALSE,FALSE,41,1,7700
00019693,FALSE,FALSE,FALSE,42,1,17700
00015191,FALSE,FALSE,FALSE,63,1,13700
00089377,FALSE,FALSE,FALSE,35,1,3600
00030331,FALSE,FALSE,FALSE,54,1,10900
00013525,FALSE,FALSE,FALSE,49,1,3400
00018474,FALSE,FALSE,FALSE,37,1,18700
00033321,FALSE,FALSE,FALSE,54,1,22400
00017528,FALSE,FALSE,FALSE,62,1,22100
00028932,FALSE,FALSE,FALSE,39,1,31800
00011583,FALSE,FALSE,FALSE,56,1,37100
00040415,FALSE,FALSE,FALSE,46,1,5700
00010820,FALSE,FALSE,FALSE,43,1,2200
00040168,FALSE,FALSE,FALSE,28,1,21100
00017377,FALSE,FALSE,FALSE,56,1,43700
00016129,FALSE,FALSE,FALSE,42,1,34200
00021893,FALSE,FALSE,FALSE,48,1,20100
00020481,FALSE,FALSE,FALSE,38,1,14200
00018852,FALSE,FALSE,FALSE,41,1,4300
00015024,FALSE,FALSE,FALSE,46,1,17500
00020674,FALSE,FALSE,FALSE,41,1,24500
00010823,FALSE,FALSE,TRUE,46,1,26500
00013235,FALSE,FALSE,FALSE,37,1,11300
00020861,FALSE,FALSE,FALSE,47,1,13800
00013463,FALSE,FALSE,FALSE,59,1,5400
00010254,FALSE,FALSE,FALSE,56,1,15400
00013759,FALSE,FALSE,FALSE,52,1,15600
00029554,FALSE,FALSE,FALSE,60,1,48600
00021885,FALSE,FALSE,FALSE,40,1,17000
00022608,FALSE,FALSE,FALSE,54,1,4600
00047365,FALSE,FALSE,FALSE,36,1,12000
00039913,FALSE,FALSE,FALSE,49,1,9600
00015068,FALSE,FALSE,FALSE,42,1,31500
00012510,FALSE,FALSE,FALSE,53,1,16200
00017186,FALSE,FALSE,FALSE,47,1,5700
00045036,FALSE,FALSE,FALSE,32,1,12000
00038871,FALSE,FALSE,FALSE,43,1,23900
00018883,FALSE,FALSE,FALSE,27,1,19300
00025995,FALSE,FALSE,FALSE,34,1,9600
00011950,FALSE,FALSE,FALSE,50,1,7600
